Data type,Profession,Year,Age group,Sex,Indigenous status,State or territory,Geospatial type,Geospatial name,Geospatial code,Job classification,Job type,Measure,Data
Geospatial,Accredited mental health social workers,2022,,,,Tas,SA4,South East,603,,,Mean of Hours Clinical,
Geospatial,Accredited mental health social workers,2022,,,,Tas,SA4,West and North West,604,,,Mean of Hours Clinical,
Geospatial,Accredited mental health social workers,2022,,,,Vic,SA4,Ballarat,201,,,Mean of Hours Clinical,
Geospatial,Accredited mental health social workers,2022,,,,Vic,SA4,Bendigo,202,,,Mean of Hours Clinical,
Geospatial,Accredited mental health social workers,2022,,,,Vic,SA4,Geelong,203,,,Mean of Hours Clinical,
Geospatial,Accredited mental health social workers,2022,,,,Vic,SA4,Hume,204,,,Mean of Hours Clinical,
Geospatial,Accredited mental health social workers,2022,,,,Vic,SA4,Latrobe - Gippsland,205,,,Mean of Hours Clinical,
Geospatial,Accredited mental health social workers,2022,,,,Vic,SA4,Melbourne - Inner,206,,,Mean of Hours Clinical,
Geospatial,Accredited mental health social workers,2022,,,,Vic,SA4,Melbourne - Inner East,207,,,Mean of Hours Clinical,
Geospatial,Accredited mental health social workers,2022,,,,Vic,SA4,Melbourne - Inner South,208,,,Mean of Hours Clinical,
Geospatial,Accredited mental health social workers,2022,,,,Vic,SA4,Melbourne - North East,209,,,Mean of Hours Clinical,
Geospatial,Accredited mental health social workers,2022,,,,Vic,SA4,Melbourne - North West,210,,,Mean of Hours Clinical,
Geospatial,Accredited mental health social workers,2022,,,,Vic,SA4,Melbourne - Outer East,211,,,Mean of Hours Clinical,
Geospatial,Accredited mental health social workers,2022,,,,Vic,SA4,Melbourne - South East,212,,,Mean of Hours Clinical,
Geospatial,Accredited mental health social workers,2022,,,,Vic,SA4,Melbourne - West,213,,,Mean of Hours Clinical,
Geospatial,Accredited mental health social workers,2022,,,,Vic,SA4,Mornington Peninsula,214,,,Mean of Hours Clinical,
Geospatial,Accredited mental health social workers,2022,,,,Vic,SA4,North West,215,,,Mean of Hours Clinical,
Geospatial,Accredited mental health social workers,2022,,,,Vic,SA4,Shepparton,216,,,Mean of Hours Clinical,
Geospatial,Accredited mental health social workers,2022,,,,Vic,SA4,Warrnambool and South West,217,,,Mean of Hours Clinical,
Geospatial,Accredited mental health social workers,2022,,,,WA,SA4,Bunbury,501,,,Mean of Hours Clinical,
Geospatial,Accredited mental health social workers,2022,,,,WA,SA4,Perth - Inner,503,,,Mean of Hours Clinical,
Geospatial,Accredited mental health social workers,2022,,,,WA,SA4,Perth - North East,504,,,Mean of Hours Clinical,
Geospatial,Accredited mental health social workers,2022,,,,WA,SA4,Perth - North West,505,,,Mean of Hours Clinical,
Geospatial,Accredited mental health social workers,2022,,,,WA,SA4,Perth - South East,506,,,Mean of Hours Clinical,
Geospatial,Accredited mental health social workers,2022,,,,WA,SA4,Perth - South West,507,,,Mean of Hours Clinical,
Geospatial,Accredited mental health social workers,2022,,,,WA,SA4,Western Australia - Outback (North),510,,,Mean of Hours Clinical,
Geospatial,Accredited mental health social workers,2022,,,,WA,SA4,Western Australia - Outback (South),511,,,Mean of Hours Clinical,
Geospatial,Accredited mental health social workers,2022,,,,WA,SA4,Western Australia - Wheat Belt,509,,,Mean of Hours Clinical,
Geospatial,Accredited mental health social workers,2022,,,,ACT,SA4,Australian Capital Territory,801,,,Mean of Hours Total,
Geospatial,Accredited mental health social workers,2022,,,,NSW,SA4,Capital Region,101,,,Mean of Hours Total,
Geospatial,Accredited mental health social workers,2022,,,,NSW,SA4,Central Coast,102,,,Mean of Hours Total,
Geospatial,Accredited mental health social workers,2022,,,,NSW,SA4,Central West,103,,,Mean of Hours Total,
Geospatial,Accredited mental health social workers,2022,,,,NSW,SA4,Coffs Harbour - Grafton,104,,,Mean of Hours Total,
Geospatial,Accredited mental health social workers,2022,,,,NSW,SA4,Far West and Orana,105,,,Mean of Hours Total,
Geospatial,Accredited mental health social workers,2022,,,,NSW,SA4,Hunter Valley exc Newcastle,106,,,Mean of Hours Total,
Geospatial,Accredited mental health social workers,2022,,,,NSW,SA4,Illawarra,107,,,Mean of Hours Total,
Geospatial,Accredited mental health social workers,2022,,,,NSW,SA4,Mid North Coast,108,,,Mean of Hours Total,
Geospatial,Accredited mental health social workers,2022,,,,NSW,SA4,Murray,109,,,Mean of Hours Total,
Geospatial,Accredited mental health social workers,2022,,,,NSW,SA4,New England and North West,110,,,Mean of Hours Total,
Geospatial,Accredited mental health social workers,2022,,,,NSW,SA4,Newcastle and Lake Macquarie,111,,,Mean of Hours Total,
Geospatial,Accredited mental health social workers,2022,,,,NSW,SA4,Richmond - Tweed,112,,,Mean of Hours Total,
Geospatial,Accredited mental health social workers,2022,,,,NSW,SA4,Riverina,113,,,Mean of Hours Total,
Geospatial,Accredited mental health social workers,2022,,,,NSW,SA4,Southern Highlands and Shoalhaven,114,,,Mean of Hours Total,
Geospatial,Accredited mental health social workers,2022,,,,NSW,SA4,Sydney - Baulkham Hills and Hawkesbury,115,,,Mean of Hours Total,
Geospatial,Accredited mental health social workers,2022,,,,NSW,SA4,Sydney - Blacktown,116,,,Mean of Hours Total,
Geospatial,Accredited mental health social workers,2022,,,,NSW,SA4,Sydney - City and Inner South,117,,,Mean of Hours Total,
Geospatial,Accredited mental health social workers,2022,,,,NSW,SA4,Sydney - Eastern Suburbs,118,,,Mean of Hours Total,
Geospatial,Accredited mental health social workers,2022,,,,NSW,SA4,Sydney - Inner South West,119,,,Mean of Hours Total,
Geospatial,Accredited mental health social workers,2022,,,,NSW,SA4,Sydney - Inner West,120,,,Mean of Hours Total,
Geospatial,Accredited mental health social workers,2022,,,,NSW,SA4,Sydney - North Sydney and Hornsby,121,,,Mean of Hours Total,
Geospatial,Accredited mental health social workers,2022,,,,NSW,SA4,Sydney - Northern Beaches,122,,,Mean of Hours Total,
Geospatial,Accredited mental health social workers,2022,,,,NSW,SA4,Sydney - Outer South West,123,,,Mean of Hours Total,
Geospatial,Accredited mental health social workers,2022,,,,NSW,SA4,Sydney - Outer West and Blue Mountains,124,,,Mean of Hours Total,
Geospatial,Accredited mental health social workers,2022,,,,NSW,SA4,Sydney - Parramatta,125,,,Mean of Hours Total,
Geospatial,Accredited mental health social workers,2022,,,,NSW,SA4,Sydney - Ryde,126,,,Mean of Hours Total,
Geospatial,Accredited mental health social workers,2022,,,,NSW,SA4,Sydney - South West,127,,,Mean of Hours Total,
Geospatial,Accredited mental health social workers,2022,,,,NSW,SA4,Sydney - Sutherland,128,,,Mean of Hours Total,
Geospatial,Accredited mental health social workers,2022,,,,NT,SA4,Darwin,701,,,Mean of Hours Total,
Geospatial,Accredited mental health social workers,2022,,,,NT,SA4,Northern Territory - Outback,702,,,Mean of Hours Total,
Geospatial,Accredited mental health social workers,2022,,,,Qld,SA4,Brisbane - East,301,,,Mean of Hours Total,
Geospatial,Accredited mental health social workers,2022,,,,Qld,SA4,Brisbane - North,302,,,Mean of Hours Total,
Geospatial,Accredited mental health social workers,2022,,,,Qld,SA4,Brisbane - South,303,,,Mean of Hours Total,
Geospatial,Accredited mental health social workers,2022,,,,Qld,SA4,Brisbane - West,304,,,Mean of Hours Total,
Geospatial,Accredited mental health social workers,2022,,,,Qld,SA4,Brisbane Inner City,305,,,Mean of Hours Total,
Geospatial,Accredited mental health social workers,2022,,,,Qld,SA4,Cairns,306,,,Mean of Hours Total,
Geospatial,Accredited mental health social workers,2022,,,,Qld,SA4,Central Queensland,308,,,Mean of Hours Total,
Geospatial,Accredited mental health social workers,2022,,,,Qld,SA4,Darling Downs - Maranoa,307,,,Mean of Hours Total,
Geospatial,Accredited mental health social workers,2022,,,,Qld,SA4,Gold Coast,309,,,Mean of Hours Total,
Geospatial,Accredited mental health social workers,2022,,,,Qld,SA4,Ipswich,310,,,Mean of Hours Total,
Geospatial,Accredited mental health social workers,2022,,,,Qld,SA4,Logan - Beaudesert,311,,,Mean of Hours Total,
Geospatial,Accredited mental health social workers,2022,,,,Qld,SA4,Mackay - Isaac - Whitsunday,312,,,Mean of Hours Total,
Geospatial,Accredited mental health social workers,2022,,,,Qld,SA4,Moreton Bay - North,313,,,Mean of Hours Total,
Geospatial,Accredited mental health social workers,2022,,,,Qld,SA4,Moreton Bay - South,314,,,Mean of Hours Total,
Geospatial,Accredited mental health social workers,2022,,,,Qld,SA4,Sunshine Coast,316,,,Mean of Hours Total,
Geospatial,Accredited mental health social workers,2022,,,,Qld,SA4,Toowoomba,317,,,Mean of Hours Total,
Geospatial,Accredited mental health social workers,2022,,,,Qld,SA4,Townsville,318,,,Mean of Hours Total,
Geospatial,Accredited mental health social workers,2022,,,,Qld,SA4,Wide Bay,319,,,Mean of Hours Total,
Geospatial,Accredited mental health social workers,2022,,,,SA,SA4,Adelaide - Central and Hills,401,,,Mean of Hours Total,
Geospatial,Accredited mental health social workers,2022,,,,SA,SA4,Adelaide - North,402,,,Mean of Hours Total,
Geospatial,Accredited mental health social workers,2022,,,,SA,SA4,Adelaide - South,403,,,Mean of Hours Total,
Geospatial,Accredited mental health social workers,2022,,,,SA,SA4,Adelaide - West,404,,,Mean of Hours Total,
Geospatial,Accredited mental health social workers,2022,,,,SA,SA4,Barossa - Yorke - Mid North,405,,,Mean of Hours Total,
Geospatial,Accredited mental health social workers,2022,,,,SA,SA4,South Australia - Outback,406,,,Mean of Hours Total,
Geospatial,Accredited mental health social workers,2022,,,,SA,SA4,South Australia - South East,407,,,Mean of Hours Total,
Geospatial,Accredited mental health social workers,2022,,,,Tas,SA4,Hobart,601,,,Mean of Hours Total,
Geospatial,Accredited mental health social workers,2022,,,,Tas,SA4,Launceston and North East,602,,,Mean of Hours Total,
Geospatial,Accredited mental health social workers,2022,,,,Tas,SA4,South East,603,,,Mean of Hours Total,
Geospatial,Accredited mental health social workers,2022,,,,Tas,SA4,West and North West,604,,,Mean of Hours Total,
Geospatial,Accredited mental health social workers,2022,,,,Vic,SA4,Ballarat,201,,,Mean of Hours Total,
Geospatial,Accredited mental health social workers,2022,,,,Vic,SA4,Bendigo,202,,,Mean of Hours Total,
Geospatial,Accredited mental health social workers,2022,,,,Vic,SA4,Geelong,203,,,Mean of Hours Total,
Geospatial,Accredited mental health social workers,2022,,,,Vic,SA4,Hume,204,,,Mean of Hours Total,
Geospatial,Accredited mental health social workers,2022,,,,Vic,SA4,Latrobe - Gippsland,205,,,Mean of Hours Total,
Geospatial,Accredited mental health social workers,2022,,,,Vic,SA4,Melbourne - Inner,206,,,Mean of Hours Total,
Geospatial,Accredited mental health social workers,2022,,,,Vic,SA4,Melbourne - Inner East,207,,,Mean of Hours Total,
Geospatial,Accredited mental health social workers,2022,,,,Vic,SA4,Melbourne - Inner South,208,,,Mean of Hours Total,
Geospatial,Accredited mental health social workers,2022,,,,Vic,SA4,Melbourne - North East,209,,,Mean of Hours Total,
Geospatial,Accredited mental health social workers,2022,,,,Vic,SA4,Melbourne - North West,210,,,Mean of Hours Total,
Geospatial,Accredited mental health social workers,2022,,,,Vic,SA4,Melbourne - Outer East,211,,,Mean of Hours Total,
Geospatial,Accredited mental health social workers,2022,,,,Vic,SA4,Melbourne - South East,212,,,Mean of Hours Total,
Geospatial,Accredited mental health social workers,2022,,,,Vic,SA4,Melbourne - West,213,,,Mean of Hours Total,
Geospatial,Accredited mental health social workers,2022,,,,Vic,SA4,Mornington Peninsula,214,,,Mean of Hours Total,
Geospatial,Accredited mental health social workers,2022,,,,Vic,SA4,North West,215,,,Mean of Hours Total,
Geospatial,Accredited mental health social workers,2022,,,,Vic,SA4,Shepparton,216,,,Mean of Hours Total,
Geospatial,Accredited mental health social workers,2022,,,,Vic,SA4,Warrnambool and South West,217,,,Mean of Hours Total,
Geospatial,Accredited mental health social workers,2022,,,,WA,SA4,Bunbury,501,,,Mean of Hours Total,
Geospatial,Accredited mental health social workers,2022,,,,WA,SA4,Perth - Inner,503,,,Mean of Hours Total,
Geospatial,Accredited mental health social workers,2022,,,,WA,SA4,Perth - North East,504,,,Mean of Hours Total,
Geospatial,Accredited mental health social workers,2022,,,,WA,SA4,Perth - North West,505,,,Mean of Hours Total,
Geospatial,Accredited mental health social workers,2022,,,,WA,SA4,Perth - South East,506,,,Mean of Hours Total,
Geospatial,Accredited mental health social workers,2022,,,,WA,SA4,Perth - South West,507,,,Mean of Hours Total,
Geospatial,Accredited mental health social workers,2022,,,,WA,SA4,Western Australia - Outback (North),510,,,Mean of Hours Total,
Geospatial,Accredited mental health social workers,2022,,,,WA,SA4,Western Australia - Outback (South),511,,,Mean of Hours Total,
Geospatial,Accredited mental health social workers,2022,,,,WA,SA4,Western Australia - Wheat Belt,509,,,Mean of Hours Total,
Geospatial,Accredited mental health social workers,2022,,,,ACT,SA4,Australian Capital Territory,801,,,Number of Practitioners,60
Geospatial,Accredited mental health social workers,2022,,,,NSW,SA4,Capital Region,101,,,Number of Practitioners,18
Geospatial,Accredited mental health social workers,2022,,,,NSW,SA4,Central Coast,102,,,Number of Practitioners,25
Geospatial,Accredited mental health social workers,2022,,,,NSW,SA4,Central West,103,,,Number of Practitioners,14
Geospatial,Accredited mental health social workers,2022,,,,NSW,SA4,Coffs Harbour - Grafton,104,,,Number of Practitioners,20
Geospatial,Accredited mental health social workers,2022,,,,NSW,SA4,Far West and Orana,105,,,Number of Practitioners,8
Geospatial,Accredited mental health social workers,2022,,,,NSW,SA4,Hunter Valley exc Newcastle,106,,,Number of Practitioners,24
Geospatial,Accredited mental health social workers,2022,,,,NSW,SA4,Illawarra,107,,,Number of Practitioners,25
Geospatial,Accredited mental health social workers,2022,,,,NSW,SA4,Mid North Coast,108,,,Number of Practitioners,29
Geospatial,Accredited mental health social workers,2022,,,,NSW,SA4,Murray,109,,,Number of Practitioners,18
Geospatial,Accredited mental health social workers,2022,,,,NSW,SA4,New England and North West,110,,,Number of Practitioners,11
Geospatial,Accredited mental health social workers,2022,,,,NSW,SA4,Newcastle and Lake Macquarie,111,,,Number of Practitioners,53
Geospatial,Accredited mental health social workers,2022,,,,NSW,SA4,Richmond - Tweed,112,,,Number of Practitioners,56
Geospatial,Accredited mental health social workers,2022,,,,NSW,SA4,Riverina,113,,,Number of Practitioners,21
Geospatial,Accredited mental health social workers,2022,,,,NSW,SA4,Southern Highlands and Shoalhaven,114,,,Number of Practitioners,21
Geospatial,Accredited mental health social workers,2022,,,,NSW,SA4,Sydney - Baulkham Hills and Hawkesbury,115,,,Number of Practitioners,14
Geospatial,Accredited mental health social workers,2022,,,,NSW,SA4,Sydney - Blacktown,116,,,Number of Practitioners,10
Geospatial,Accredited mental health social workers,2022,,,,NSW,SA4,Sydney - City and Inner South,117,,,Number of Practitioners,51
Geospatial,Accredited mental health social workers,2022,,,,NSW,SA4,Sydney - Eastern Suburbs,118,,,Number of Practitioners,54
Geospatial,Accredited mental health social workers,2022,,,,NSW,SA4,Sydney - Inner South West,119,,,Number of Practitioners,29
Geospatial,Accredited mental health social workers,2022,,,,NSW,SA4,Sydney - Inner West,120,,,Number of Practitioners,33
Geospatial,Accredited mental health social workers,2022,,,,NSW,SA4,Sydney - North Sydney and Hornsby,121,,,Number of Practitioners,49
Geospatial,Accredited mental health social workers,2022,,,,NSW,SA4,Sydney - Northern Beaches,122,,,Number of Practitioners,27
Geospatial,Accredited mental health social workers,2022,,,,NSW,SA4,Sydney - Outer South West,123,,,Number of Practitioners,11
Geospatial,Accredited mental health social workers,2022,,,,NSW,SA4,Sydney - Outer West and Blue Mountains,124,,,Number of Practitioners,20
Geospatial,Accredited mental health social workers,2022,,,,NSW,SA4,Sydney - Parramatta,125,,,Number of Practitioners,13
Geospatial,Accredited mental health social workers,2022,,,,NSW,SA4,Sydney - Ryde,126,,,Number of Practitioners,10
Geospatial,Accredited mental health social workers,2022,,,,NSW,SA4,Sydney - South West,127,,,Number of Practitioners,9
Geospatial,Accredited mental health social workers,2022,,,,NSW,SA4,Sydney - Sutherland,128,,,Number of Practitioners,21
Geospatial,Accredited mental health social workers,2022,,,,NT,SA4,Darwin,701,,,Number of Practitioners,16
Geospatial,Accredited mental health social workers,2022,,,,NT,SA4,Northern Territory - Outback,702,,,Number of Practitioners,12
Geospatial,Accredited mental health social workers,2022,,,,Qld,SA4,Brisbane - East,301,,,Number of Practitioners,24
Geospatial,Accredited mental health social workers,2022,,,,Qld,SA4,Brisbane - North,302,,,Number of Practitioners,20
Geospatial,Accredited mental health social workers,2022,,,,Qld,SA4,Brisbane - South,303,,,Number of Practitioners,47
Geospatial,Accredited mental health social workers,2022,,,,Qld,SA4,Brisbane - West,304,,,Number of Practitioners,45
Geospatial,Accredited mental health social workers,2022,,,,Qld,SA4,Brisbane Inner City,305,,,Number of Practitioners,72
Geospatial,Accredited mental health social workers,2022,,,,Qld,SA4,Cairns,306,,,Number of Practitioners,60
Geospatial,Accredited mental health social workers,2022,,,,Qld,SA4,Central Queensland,308,,,Number of Practitioners,20
Geospatial,Accredited mental health social workers,2022,,,,Qld,SA4,Darling Downs - Maranoa,307,,,Number of Practitioners,10
Geospatial,Accredited mental health social workers,2022,,,,Qld,SA4,Gold Coast,309,,,Number of Practitioners,56
Geospatial,Accredited mental health social workers,2022,,,,Qld,SA4,Ipswich,310,,,Number of Practitioners,24
Geospatial,Accredited mental health social workers,2022,,,,Qld,SA4,Logan - Beaudesert,311,,,Number of Practitioners,27
Geospatial,Accredited mental health social workers,2022,,,,Qld,SA4,Mackay - Isaac - Whitsunday,312,,,Number of Practitioners,16
Geospatial,Accredited mental health social workers,2022,,,,Qld,SA4,Moreton Bay - North,313,,,Number of Practitioners,22
Geospatial,Accredited mental health social workers,2022,,,,Qld,SA4,Moreton Bay - South,314,,,Number of Practitioners,13
Geospatial,Accredited mental health social workers,2022,,,,Qld,SA4,Sunshine Coast,316,,,Number of Practitioners,85
Geospatial,Accredited mental health social workers,2022,,,,Qld,SA4,Toowoomba,317,,,Number of Practitioners,12
Geospatial,Accredited mental health social workers,2022,,,,Qld,SA4,Townsville,318,,,Number of Practitioners,34
Geospatial,Accredited mental health social workers,2022,,,,Qld,SA4,Wide Bay,319,,,Number of Practitioners,23
Geospatial,Accredited mental health social workers,2022,,,,SA,SA4,Adelaide - Central and Hills,401,,,Number of Practitioners,93
Geospatial,Accredited mental health social workers,2022,,,,SA,SA4,Adelaide - North,402,,,Number of Practitioners,44
Geospatial,Accredited mental health social workers,2022,,,,SA,SA4,Adelaide - South,403,,,Number of Practitioners,78
Geospatial,Accredited mental health social workers,2022,,,,SA,SA4,Adelaide - West,404,,,Number of Practitioners,46
Geospatial,Accredited mental health social workers,2022,,,,SA,SA4,Barossa - Yorke - Mid North,405,,,Number of Practitioners,14
Geospatial,Accredited mental health social workers,2022,,,,SA,SA4,South Australia - Outback,406,,,Number of Practitioners,11
Geospatial,Accredited mental health social workers,2022,,,,SA,SA4,South Australia - South East,407,,,Number of Practitioners,33
Geospatial,Accredited mental health social workers,2022,,,,Tas,SA4,Hobart,601,,,Number of Practitioners,19
Geospatial,Accredited mental health social workers,2022,,,,Tas,SA4,Launceston and North East,602,,,Number of Practitioners,36
Geospatial,Accredited mental health social workers,2022,,,,Tas,SA4,South East,603,,,Number of Practitioners,5
Geospatial,Accredited mental health social workers,2022,,,,Tas,SA4,West and North West,604,,,Number of Practitioners,13
Geospatial,Accredited mental health social workers,2022,,,,Vic,SA4,Ballarat,201,,,Number of Practitioners,35
Geospatial,Accredited mental health social workers,2022,,,,Vic,SA4,Bendigo,202,,,Number of Practitioners,53
Geospatial,Accredited mental health social workers,2022,,,,Vic,SA4,Geelong,203,,,Number of Practitioners,55
Geospatial,Accredited mental health social workers,2022,,,,Vic,SA4,Hume,204,,,Number of Practitioners,29
Geospatial,Accredited mental health social workers,2022,,,,Vic,SA4,Latrobe - Gippsland,205,,,Number of Practitioners,39
Geospatial,Accredited mental health social workers,2022,,,,Vic,SA4,Melbourne - Inner,206,,,Number of Practitioners,169
Geospatial,Accredited mental health social workers,2022,,,,Vic,SA4,Melbourne - Inner East,207,,,Number of Practitioners,51
Geospatial,Accredited mental health social workers,2022,,,,Vic,SA4,Melbourne - Inner South,208,,,Number of Practitioners,87
Geospatial,Accredited mental health social workers,2022,,,,Vic,SA4,Melbourne - North East,209,,,Number of Practitioners,83
Geospatial,Accredited mental health social workers,2022,,,,Vic,SA4,Melbourne - North West,210,,,Number of Practitioners,40
Geospatial,Accredited mental health social workers,2022,,,,Vic,SA4,Melbourne - Outer East,211,,,Number of Practitioners,78
Geospatial,Accredited mental health social workers,2022,,,,Vic,SA4,Melbourne - South East,212,,,Number of Practitioners,42
Geospatial,Accredited mental health social workers,2022,,,,Vic,SA4,Melbourne - West,213,,,Number of Practitioners,68
Geospatial,Accredited mental health social workers,2022,,,,Vic,SA4,Mornington Peninsula,214,,,Number of Practitioners,35
Geospatial,Accredited mental health social workers,2022,,,,Vic,SA4,North West,215,,,Number of Practitioners,17
Geospatial,Accredited mental health social workers,2022,,,,Vic,SA4,Shepparton,216,,,Number of Practitioners,18
Geospatial,Accredited mental health social workers,2022,,,,Vic,SA4,Warrnambool and South West,217,,,Number of Practitioners,20
Geospatial,Accredited mental health social workers,2022,,,,WA,SA4,Bunbury,501,,,Number of Practitioners,28
Geospatial,Accredited mental health social workers,2022,,,,WA,SA4,Perth - Inner,503,,,Number of Practitioners,22
Geospatial,Accredited mental health social workers,2022,,,,WA,SA4,Perth - North East,504,,,Number of Practitioners,12
Geospatial,Accredited mental health social workers,2022,,,,WA,SA4,Perth - North West,505,,,Number of Practitioners,28
Geospatial,Accredited mental health social workers,2022,,,,WA,SA4,Perth - South East,506,,,Number of Practitioners,29
Geospatial,Accredited mental health social workers,2022,,,,WA,SA4,Perth - South West,507,,,Number of Practitioners,40
Geospatial,Accredited mental health social workers,2022,,,,WA,SA4,Western Australia - Outback (North),510,,,Number of Practitioners,5
Geospatial,Accredited mental health social workers,2022,,,,WA,SA4,Western Australia - Outback (South),511,,,Number of Practitioners,7
Geospatial,Accredited mental health social workers,2022,,,,WA,SA4,Western Australia - Wheat Belt,509,,,Number of Practitioners,8
Geospatial,Accredited mental health social workers,2022,,,,ACT,SA4,Australian Capital Territory,801,,,"Number of Practitioners per 100,000 population",13
Geospatial,Accredited mental health social workers,2022,,,,NSW,SA4,Capital Region,101,,,"Number of Practitioners per 100,000 population",7
Geospatial,Accredited mental health social workers,2022,,,,NSW,SA4,Central Coast,102,,,"Number of Practitioners per 100,000 population",7
Geospatial,Accredited mental health social workers,2022,,,,NSW,SA4,Central West,103,,,"Number of Practitioners per 100,000 population",6
Geospatial,Accredited mental health social workers,2022,,,,NSW,SA4,Coffs Harbour - Grafton,104,,,"Number of Practitioners per 100,000 population",13
Geospatial,Accredited mental health social workers,2022,,,,NSW,SA4,Far West and Orana,105,,,"Number of Practitioners per 100,000 population",6
Geospatial,Accredited mental health social workers,2022,,,,NSW,SA4,Hunter Valley exc Newcastle,106,,,"Number of Practitioners per 100,000 population",8
Geospatial,Accredited mental health social workers,2022,,,,NSW,SA4,Illawarra,107,,,"Number of Practitioners per 100,000 population",7
Geospatial,Accredited mental health social workers,2022,,,,NSW,SA4,Mid North Coast,108,,,"Number of Practitioners per 100,000 population",12
Geospatial,Accredited mental health social workers,2022,,,,NSW,SA4,Murray,109,,,"Number of Practitioners per 100,000 population",14
Geospatial,Accredited mental health social workers,2022,,,,NSW,SA4,New England and North West,110,,,"Number of Practitioners per 100,000 population",5
Geospatial,Accredited mental health social workers,2022,,,,NSW,SA4,Newcastle and Lake Macquarie,111,,,"Number of Practitioners per 100,000 population",13
Geospatial,Accredited mental health social workers,2022,,,,NSW,SA4,Richmond - Tweed,112,,,"Number of Practitioners per 100,000 population",21
Geospatial,Accredited mental health social workers,2022,,,,NSW,SA4,Riverina,113,,,"Number of Practitioners per 100,000 population",12
Geospatial,Accredited mental health social workers,2022,,,,NSW,SA4,Southern Highlands and Shoalhaven,114,,,"Number of Practitioners per 100,000 population",12
Geospatial,Accredited mental health social workers,2022,,,,NSW,SA4,Sydney - Baulkham Hills and Hawkesbury,115,,,"Number of Practitioners per 100,000 population",5
Geospatial,Accredited mental health social workers,2022,,,,NSW,SA4,Sydney - Blacktown,116,,,"Number of Practitioners per 100,000 population",2
Geospatial,Accredited mental health social workers,2022,,,,NSW,SA4,Sydney - City and Inner South,117,,,"Number of Practitioners per 100,000 population",14
Geospatial,Accredited mental health social workers,2022,,,,NSW,SA4,Sydney - Eastern Suburbs,118,,,"Number of Practitioners per 100,000 population",20
Geospatial,Accredited mental health social workers,2022,,,,NSW,SA4,Sydney - Inner South West,119,,,"Number of Practitioners per 100,000 population",4
Geospatial,Accredited mental health social workers,2022,,,,NSW,SA4,Sydney - Inner West,120,,,"Number of Practitioners per 100,000 population",10
Geospatial,Accredited mental health social workers,2022,,,,NSW,SA4,Sydney - North Sydney and Hornsby,121,,,"Number of Practitioners per 100,000 population",11
Geospatial,Accredited mental health social workers,2022,,,,NSW,SA4,Sydney - Northern Beaches,122,,,"Number of Practitioners per 100,000 population",10
Geospatial,Accredited mental health social workers,2022,,,,NSW,SA4,Sydney - Outer South West,123,,,"Number of Practitioners per 100,000 population",3
Geospatial,Accredited mental health social workers,2022,,,,NSW,SA4,Sydney - Outer West and Blue Mountains,124,,,"Number of Practitioners per 100,000 population",5
Geospatial,Accredited mental health social workers,2022,,,,NSW,SA4,Sydney - Parramatta,125,,,"Number of Practitioners per 100,000 population",2
Geospatial,Accredited mental health social workers,2022,,,,NSW,SA4,Sydney - Ryde,126,,,"Number of Practitioners per 100,000 population",4
Geospatial,Accredited mental health social workers,2022,,,,NSW,SA4,Sydney - South West,127,,,"Number of Practitioners per 100,000 population",1
Geospatial,Accredited mental health social workers,2022,,,,NSW,SA4,Sydney - Sutherland,128,,,"Number of Practitioners per 100,000 population",9
Geospatial,Accredited mental health social workers,2022,,,,NT,SA4,Darwin,701,,,"Number of Practitioners per 100,000 population",10
Geospatial,Accredited mental health social workers,2022,,,,NT,SA4,Northern Territory - Outback,702,,,"Number of Practitioners per 100,000 population",11
Geospatial,Accredited mental health social workers,2022,,,,Qld,SA4,Brisbane - East,301,,,"Number of Practitioners per 100,000 population",9
Geospatial,Accredited mental health social workers,2022,,,,Qld,SA4,Brisbane - North,302,,,"Number of Practitioners per 100,000 population",8
Geospatial,Accredited mental health social workers,2022,,,,Qld,SA4,Brisbane - South,303,,,"Number of Practitioners per 100,000 population",12
Geospatial,Accredited mental health social workers,2022,,,,Qld,SA4,Brisbane - West,304,,,"Number of Practitioners per 100,000 population",23
Geospatial,Accredited mental health social workers,2022,,,,Qld,SA4,Brisbane Inner City,305,,,"Number of Practitioners per 100,000 population",23
Geospatial,Accredited mental health social workers,2022,,,,Qld,SA4,Cairns,306,,,"Number of Practitioners per 100,000 population",23
Geospatial,Accredited mental health social workers,2022,,,,Qld,SA4,Central Queensland,308,,,"Number of Practitioners per 100,000 population",8
Geospatial,Accredited mental health social workers,2022,,,,Qld,SA4,Darling Downs - Maranoa,307,,,"Number of Practitioners per 100,000 population",7
Geospatial,Accredited mental health social workers,2022,,,,Qld,SA4,Gold Coast,309,,,"Number of Practitioners per 100,000 population",8
Geospatial,Accredited mental health social workers,2022,,,,Qld,SA4,Ipswich,310,,,"Number of Practitioners per 100,000 population",6
Geospatial,Accredited mental health social workers,2022,,,,Qld,SA4,Logan - Beaudesert,311,,,"Number of Practitioners per 100,000 population",7
Geospatial,Accredited mental health social workers,2022,,,,Qld,SA4,Mackay - Isaac - Whitsunday,312,,,"Number of Practitioners per 100,000 population",8
Geospatial,Accredited mental health social workers,2022,,,,Qld,SA4,Moreton Bay - North,313,,,"Number of Practitioners per 100,000 population",7
Geospatial,Accredited mental health social workers,2022,,,,Qld,SA4,Moreton Bay - South,314,,,"Number of Practitioners per 100,000 population",5
